text	category	region	language	cultural_score	quality_score
"Bride price is an integrated custom
of this tribal marriage"	gender	Unknown	Santali	2	3.389830508474576
This is the wealth of Santali story literature, there is a special need to know and study	language	Unknown	Santali	3	3.3707865168539324
"But, the Santali 
religious scriptures are written in Roman language, which they recite 
and pronounce in Bangla format"	language	Unknown	Santali	4	3.361344537815126
"[16][17]
Geographic distribution
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	3	3.3333333333333335
", 2015) (subscription required)
Vocabulary
See also
References
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	4	3.3333333333333335
"post_category=boo
k&id=A%20Glimpes%20of%20Santali%20Grammar)"	language	Unknown	Santali	2	3.3333333333333335
"post_category=boo
k&id=A%20Glimpes%20of%20Santali%20Grammar)"	language	Unknown	Santali	2	3.3333333333333335
Description: Cador badani is a performing art of the Santals	language	Unknown	Santali	2	3.3333333333333335
there are 178 different bongas in the beliefs of the Santals	customs	Unknown	Santali	2	3.3333333333333335
"Choksi, ‘Language to Script: Graphic Practice and the Politics of Authority in
Santali-Language Print Media, Eastern India’, Modern Asian Studies, Vol"	language	Unknown	Santali	5	3.3333333333333335
"The bride leaves her family and goes to the 
husband’s house"	gender	Unknown	Santali	2	3.3333333333333335
"160 
Santali AnorheinTumal(Anthology of Santali 
Poetry) 
Ed"	language	Unknown	Santali	2	3.3333333333333335
"The Santal tribes of India have a typical tribal 
life style"	customs	Unknown	Santali	2	3.3333333333333335
"Culture & festivals of the santhals: 
 Santhals love dancing"	festival	Unknown	Santali	2	3.3333333333333335
Proselytism/Christianization is subsiding the Santal culture	customs	Unknown	Santali	2	3.3333333333333335
"Languages of Tribal
and Indigenous Peoples of India, Delhi: Motilal
Banarsidass Publishers"	customs	Unknown	Santali	3	3.3333333333333335
"Although it is dying now, once they practiced in every Santal 
house, it is still very popular literature in many places"	housing	Unknown	Santali	4	3.3333333333333335
"""Living on The Edge: The Predicament of a Rural Indigenous Santal Community in 
Bangladesh"	gender	Unknown	Santali	3	3.3333333333333335
"This language and literature can 
be said to be very ancient"	language	Unknown	Santali	2	3.3333333333333335
"Santali
ᱥᱟᱱᱛᱟᱲᱤ
The word Santali in Ol Chiki script
Native to
India, Bangladesh,
Nepal
Ethnicity
Santal
Native speakers
7"	language	Unknown	Santali	4	3.3057851239669422
"Religion: Religious belief and practices among the Santals, Monohar Publications,
New Delhi"	customs	Unknown	Santali	3	3.296703296703297
"ABSTRACT 
Huge numbers of studies have been done throughout the 
decades on Santali culture"	language	Unknown	Santali	3	3.296703296703297
"At present the Santali has 
been introduced to the primary schools of tribal areas in India"	language	Unknown	Santali	3	3.296703296703297
"But
certain articles do persist which is new adoption of the
Santali culture of this region"	language	Unknown	Santali	3	3.296703296703297
"Due to having his own Script with him, the practice of literature has been very 
beneficial"	language	Unknown	Santali	3	3.296703296703297
"Races and Culture of India; Bombay : Asia Publishing House 
8"	housing	Unknown	Santali	2	3.278688524590164
In Search of a Withering Community: The Santals of Bangladesh	gender	Unknown	Santali	2	3.278688524590164
Key words: Empowerment, Economy, Education, Culture, Language	gender	Unknown	Santali	2	3.278688524590164
"House-
hold pattern was cultural identification of the Santal"	housing	Unknown	Santali	2	3.278688524590164
the culture  of this society survives depending on a language	social	Unknown	Santali	2	3.278688524590164
"org 
d105 
 
A  History of Santali Story  Literature 
Bhabesh Chandra Murmu 
(M A in Santali"	language	Unknown	Santali	3	3.260869565217391
Modernization and ritual identity and change in Santal society	customs	Unknown	Santali	2	3.225806451612903
"71 Some of these writers, organized in the Santal Writer’s
68 Choksi, ‘Language to Script’, p"	language	Unknown	Santali	3	3.225806451612903
"Santal Rebellion and the Temporality of Practice"" (https://doi"	customs	Unknown	Santali	2	3.225806451612903
"When Santali words are concerned, I 
have been less consistent"	language	Unknown	Santali	2	3.225806451612903
"Santals are a patriarchal indigenous community 
where plunge is considered through male lines"	gender	Unknown	Santali	3	3.225806451612903
"), Languages of Tribal
and Indigenous Peoples of India, Delhi: Motilal
Banarsidass Publishers"	customs	Unknown	Santali	3	3.225806451612903
In 2003 the Santali was recognized as one of the Indian language by the Constitution of India	language	Unknown	Santali	3	3.225806451612903
"Women related tales 
Santal families are patriarchal families; men are the head of the family"	gender	Unknown	Santali	3	3.225806451612903
"This research will benefit both Santal literature 
and history"	language	Unknown	Santali	2	3.225806451612903
"Recognition and impact
References
15/05/2025, 12:33
Santali literature - Wikipedia
https://en"	language	Unknown	Santali	3	3.225806451612903
Women perform special welcome rituals for pera when they visit	gender	Unknown	Santali	2	3.225806451612903
"A brief idea of the current status of literature 
practice in this language will also be given"	language	Unknown	Santali	3	3.1914893617021276
"ISBN 81-7525-080-1
Santali Genesis Translation (https://archive"	language	Unknown	Santali	2	3.1746031746031744
"1) 
as an accompaniment to most songs and dances of the Santals"	festival	Unknown	Santali	2	3.1746031746031744
"They did not contribute 
proper time for their son‟s for writing Santali language and others Santali cultures as 
it should be"	language	Unknown	Santali	4	3.1746031746031744
"There is no offices conferred upon 
the others( Troisi, Tribal Religion: Religious Belief and Practices among the Santals, 29)"	customs	Unknown	Santali	4	3.1746031746031744
Dance is the important part of the Santhals fairs and festivals	festival	Unknown	Santali	2	3.1746031746031744
Santal people commemorate many festivals in different occasions	festival	Unknown	Santali	2	3.1746031746031744
"org/wiki/Santali_language
21/23
English-Santali/Santali-English dictionaries (http://wesanthals"	language	Unknown	Santali	3	3.1578947368421053
"To transcend this literature, 
Santals must practice their literature and needed research on it"	language	Unknown	Santali	3	3.1578947368421053
"org/wiki/Santal_people
5/19
A traditional Dasai dance in Purulia
district, West Bengal
Tamak (r"	festival	West Bengal	Santali	3	3.1578947368421053
"In the 1970s, the Sarna
Dhorom gurus, too, staged village theatre while promoting ol’ chiki, Santali lan-
guage, and literature"	language	Unknown	Santali	4	3.149606299212598
"""Santali films not getting government help: AISFA -
Itvnewsindia"	gender	Unknown	Santali	2	3.125
"History
15/05/2025, 12:34
Ol Chiki script - Wikipedia
https://en"	language	Unknown	Santali	2	3.125
"Their response to total 
 
 
THE CONCEPT OF PEACE AND VALUES IN SANTALI CULTURE:  A STUDY IN THE"	language	Unknown	Santali	3	3.125
"They would 
be cast out of the community and the village as well"	social	Unknown	Santali	2	3.125
"The Santals speak Santali, which belongs to the Munda group of 
languages of the Austro-Asiatic language family (Gautam 1998:14)"	gender	Unknown	Santali	4	3.125
"It includes religion, 
creeds, norms, beliefs, language etcetera"	customs	Unknown	Santali	2	3.125
"Although they speak
Santali at home, they have never been confronted
with the study of  Ol Chiki"	language	Unknown	Santali	3	3.125
"Belief 
and practice of witchcraft among the Santals is very strong even today among the Santals"	customs	Unknown	Santali	3	3.125
"Conclusion :  
Through the above discussion, the history of Santali  literature is clearly known"	language	Unknown	Santali	3	3.125
"The literacy rate 
in Santali  speaking regions is around 35-45%"	language	Unknown	Santali	2	3.125
"Form this 
perspective it can be   said with certainty that  Santali Language and literature Is a developed language 
literature"	language	Unknown	Santali	4	3.125
"The Santali Language 
and literature got a new life thanks to the outstanding contribution of all these writers during the period"	language	Unknown	Santali	4	3.10077519379845
"In all family as well as
social festival and ritual ‘Haria’ is the main drink for maximum of them"	festival	Unknown	Santali	3	3.0927835051546393
"So the future researcher can discover the hidden causes and enrich Santal literature 
and culture"	language	Unknown	Santali	3	3.0927835051546393
"Children of Jitendranath are very fond of Chinese food
which is a foreign item in Santali culture"	language	Unknown	Santali	3	3.0927835051546393
Studies in Adivasis, Tribals and Indigenous Peoples in India, (ed	customs	Unknown	Santali	2	3.076923076923077
"In 
addition, other customary practices are included in the study"	customs	Unknown	Santali	2	3.076923076923077
"Dance is one of the important parts of their fairs 
and festivals"	festival	Unknown	Santali	2	3.076923076923077
"60 
 
Ashar Binti(Santali classic – poetry) 
By Narayan Soren 
Ed"	language	Unknown	Santali	2	3.076923076923077
"50 
 
Sadhu Ram Chand Murmu (MIL – Santali) 
By Sachin Mandi  
Pp"	language	Unknown	Santali	2	3.076923076923077
Some tales have reflected women's treatment in the Santal society	gender	Unknown	Santali	2	3.076923076923077
"Those practices and traditions still exist in the Santal 
society"	customs	Unknown	Santali	2	3.076923076923077
"This is perhaps the first book in Santali that 
appeared in print"	language	Unknown	Santali	2	3.076923076923077
"The Santali Language and literature  got a 
new life thanks to the outstanding contribution oa all these writers during the period"	language	Unknown	Santali	4	3.076923076923077
"Works cited
Further reading
Dictionaries
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	3	3.061224489795918
"title=Santali_language&oldid=1289972808""
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	3	3.061224489795918
"Changed traditional society and culture: 
Santhal (tribals) affect globalisation in different ways"	festival	Unknown	Santali	3	3.061224489795918
"Ethnicity, ritual integration and literature as illustrated by the Karam Ritual among 
the Santals"	language	Unknown	Santali	3	3.061224489795918
"Therefore, this study argues that Santals are an agriculture-dependent and cultural-minded 
nation"	farming	Unknown	Santali	3	3.061224489795918
"[4]
The roots of Santali literature can be traced back to ancient times when it was primarily oral"	language	Unknown	Santali	3	3.061224489795918
"The third
category, Christin Hod  practice Christian rituals and
do not share the belief in bongas"	customs	Unknown	Santali	3	3.061224489795918
"The life-style of the Santali women are changing gradually as a 
result of spreading of education and technology in their community"	gender	Unknown	Santali	4	3.0534351145038165
"[E] British officials turned their attention to Santals, who were ready
to clear the forest for the practice of settled agriculture"	farming	Unknown	Santali	4	3.0534351145038165
"They are celebrating their festivals, rituals throughout the year wearing their
traditional dresses"	festival	Unknown	Santali	3	3.0303030303030303
They have developed their written script which is called 'Ol Chiki	language	Unknown	Santali	2	3.0303030303030303
"org 
324 
 
International Globalization of Santali Literature 
Ram Mandi 
Assistant Professor 
Dept"	language	Unknown	Santali	3	3.0303030303030303
"But 
the Santal prefers to live in group them with other community"	gender	Unknown	Santali	2	3.0303030303030303
"“Formation of Ol Chiki Script
and Process of its Transmission” (pp"	language	Unknown	Santali	2	3.0303030303030303
"It indicates there is a lacking of literature practice among 
them"	language	Unknown	Santali	2	3.0303030303030303
"""Community in Search of a New Identity: the Santals of West Bengal"	gender	West Bengal	Santali	2	3.0303030303030303
"The history of Santali literature is known 
in two streams 1) Folk literature 2) Written literature"	language	Unknown	Santali	3	3.0303030303030303
The Ol Chiki script was invented in 1925 by Pandit Raghunath Murmu	language	Unknown	Santali	2	3.0303030303030303
"org 
e654 
 
ancient language and literature close to their chests"	language	Unknown	Santali	2	3.0303030303030303
"It is to explore how far education has 
influenced Santali women’s livelihood, their social stratification, culture, old-age rituals, view towards their own 
brethren"	gender	Unknown	Santali	5	3.0120481927710845
"Santali TAM
Subject markers
Object markers
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	3	3.0
"The Museum of Santal Culture is located in Bishnubati and is maintained by the village 
organization"	social	Unknown	Santali	3	3.0
